# Threshold|Target|Start|End|Ndays|Status|Value|Notes
gapsRatioGt12|IU.INCN.10.HHZ.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.KBS.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.KBS.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.KBS.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.KEV.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.KEV.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.KEV.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.KIEV.10.HH1.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.KIEV.10.HH1.M|2025-05-07|2025-05-07|1||TODO|
gapsRatioGt12|IU.KIEV.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.KIEV.10.HH2.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.KIEV.10.HH2.M|2025-05-07|2025-05-07|1||TODO|
gapsRatioGt12|IU.KIEV.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.KIEV.10.HHZ.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.KIEV.10.HHZ.M|2025-05-07|2025-05-07|1||TODO|
gapsRatioGt12|IU.KIEV.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.KMBO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.KMBO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.KMBO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.KMBO.10.HH1.M|2025-05-05|2025-05-10|6||TODO|
gapsRatioGt12|IU.KMBO.10.HH2.M|2025-05-05|2025-05-10|6||TODO|
gapsRatioGt12|IU.KMBO.10.HHZ.M|2025-05-05|2025-05-10|6||TODO|
gapsRatioGt12|IU.KONO.00.HH1.M|2025-05-06|2025-05-11|6||TODO|
gapsRatioGt12|IU.KONO.00.HH2.M|2025-05-06|2025-05-11|6||TODO|
gapsRatioGt12|IU.KONO.00.HHZ.M|2025-05-06|2025-05-11|6||TODO|
gapsRatioGt12|IU.LCO.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.LCO.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.LCO.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.LSZ.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.LSZ.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.LSZ.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MACI.00.HH1.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.MACI.00.HH2.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.MACI.00.HHZ.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.MACI.10.HH1.M|2025-05-08|2025-05-08|1||TODO|
gapsRatioGt12|IU.MACI.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.MACI.10.HH2.M|2025-05-08|2025-05-08|1||TODO|
gapsRatioGt12|IU.MACI.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.MACI.10.HHZ.M|2025-05-08|2025-05-08|1||TODO|
gapsRatioGt12|IU.MACI.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.MAJO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MAJO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MAJO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MAJO.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MAJO.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MAJO.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MAKZ.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MAKZ.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MAKZ.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MBWA.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MBWA.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MBWA.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MBWA.10.HH1.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.MBWA.10.HH1.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.MBWA.10.HH2.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.MBWA.10.HH2.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.MBWA.10.HHZ.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.MBWA.10.HHZ.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.MIDW.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MIDW.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.MIDW.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.NWAO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.NWAO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.NWAO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.NWAO.10.HH1.M|2025-05-06|2025-05-07|2||TODO|
gapsRatioGt12|IU.NWAO.10.HH1.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.NWAO.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.NWAO.10.HH2.M|2025-05-06|2025-05-07|2||TODO|
gapsRatioGt12|IU.NWAO.10.HH2.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.NWAO.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.NWAO.10.HHZ.M|2025-05-06|2025-05-07|2||TODO|
gapsRatioGt12|IU.NWAO.10.HHZ.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.NWAO.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.PAB.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PAB.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PAB.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PAB.10.HH1.M|2025-05-07|2025-05-07|1||TODO|
gapsRatioGt12|IU.PAB.10.HH1.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.PAB.10.HH2.M|2025-05-07|2025-05-07|1||TODO|
gapsRatioGt12|IU.PAB.10.HH2.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.PAB.10.HHZ.M|2025-05-07|2025-05-07|1||TODO|
gapsRatioGt12|IU.PAB.10.HHZ.M|2025-05-09|2025-05-09|1||TODO|
gapsRatioGt12|IU.PAYG.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PAYG.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PAYG.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PAYG.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PAYG.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PAYG.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PMG.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PMG.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PMG.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PMG.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PMG.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PMG.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.PMSA.10.HH1.M|2025-05-05|2025-05-08|4||TODO|
gapsRatioGt12|IU.PMSA.10.HH1.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.PMSA.10.HH2.M|2025-05-05|2025-05-08|4||TODO|
gapsRatioGt12|IU.PMSA.10.HH2.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.PMSA.10.HHZ.M|2025-05-05|2025-05-08|4||TODO|
gapsRatioGt12|IU.PMSA.10.HHZ.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.POHA.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.POHA.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.POHA.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.POHA.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.POHA.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.POHA.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RAR.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RAR.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RAR.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RCBR.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RCBR.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RCBR.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RSSD.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RSSD.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RSSD.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RSSD.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RSSD.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.RSSD.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SAML.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SAML.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SAML.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SBA.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SBA.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SBA.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SDV.00.HH1.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.SDV.00.HH1.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.SDV.00.HH2.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.SDV.00.HH2.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.SDV.00.HHZ.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.SDV.00.HHZ.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.SFJD.10.HH1.M|2025-05-06|2025-05-06|1||TODO|
gapsRatioGt12|IU.SFJD.10.HH2.M|2025-05-06|2025-05-06|1||TODO|
gapsRatioGt12|IU.SFJD.10.HHZ.M|2025-05-06|2025-05-06|1||TODO|
gapsRatioGt12|IU.SJG.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SJG.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SJG.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SJG.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SJG.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SJG.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SNZO.10.HH1.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.SNZO.10.HH1.M|2025-05-09|2025-05-11|3||TODO|
gapsRatioGt12|IU.SNZO.10.HH2.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.SNZO.10.HH2.M|2025-05-09|2025-05-11|3||TODO|
gapsRatioGt12|IU.SNZO.10.HHZ.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.SNZO.10.HHZ.M|2025-05-09|2025-05-11|3||TODO|
gapsRatioGt12|IU.SSPA.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SSPA.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SSPA.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SSPA.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SSPA.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.SSPA.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.TATO.10.HH1.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.TATO.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.TATO.10.HH2.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.TATO.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.TATO.10.HHZ.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.TATO.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.TRQA.00.HH1.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.TRQA.00.HH2.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.TRQA.00.HHZ.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.TSUM.10.HH1.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.TSUM.10.HH1.M|2025-05-09|2025-05-11|3||TODO|
gapsRatioGt12|IU.TSUM.10.HH2.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.TSUM.10.HH2.M|2025-05-09|2025-05-11|3||TODO|
gapsRatioGt12|IU.TSUM.10.HHZ.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.TSUM.10.HHZ.M|2025-05-09|2025-05-11|3||TODO|
gapsRatioGt12|IU.TUC.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.TUC.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.TUC.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.TUC.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.TUC.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.TUC.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.ULN.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.ULN.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.ULN.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.WCI.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.WCI.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.WCI.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.WCI.10.HH1.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.WCI.10.HH1.M|2025-05-09|2025-05-10|2||TODO|
gapsRatioGt12|IU.WCI.10.HH2.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.WCI.10.HH2.M|2025-05-09|2025-05-10|2||TODO|
gapsRatioGt12|IU.WCI.10.HHZ.M|2025-05-05|2025-05-06|2||TODO|
gapsRatioGt12|IU.WCI.10.HHZ.M|2025-05-09|2025-05-10|2||TODO|
gapsRatioGt12|IU.WVT.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.WVT.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.WVT.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.WVT.10.HH1.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.WVT.10.HH1.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.WVT.10.HH2.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.WVT.10.HH2.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.WVT.10.HHZ.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.WVT.10.HHZ.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.XMAS.00.HHZ.M|2025-05-08|2025-05-08|1||TODO|
gapsRatioGt12|IU.XMAS.00.HHZ.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.ADK.00.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.00.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.00.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.10.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.10.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.10.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.60.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.60.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.60.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.BILL.10.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.BILL.10.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.BILL.10.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.HKT.00.BH1.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.HKT.00.BH1.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.HKT.00.BH2.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.HKT.00.BH2.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.HKT.00.BHZ.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.HKT.00.BHZ.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.HKT.10.BH1.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.HKT.10.BH2.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.HKT.10.BHZ.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.JOHN.00.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.JOHN.00.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.JOHN.00.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.KNTN.00.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.KNTN.00.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.KNTN.00.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.OTAV.00.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.OTAV.00.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.OTAV.00.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.OTAV.10.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.OTAV.10.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.OTAV.10.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.PTCN.00.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.PTCN.00.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.PTCN.00.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.PTCN.10.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.PTCN.10.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.PTCN.10.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.SLBS.00.BH1.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.SLBS.00.BH2.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.SLBS.00.BHZ.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.SLBS.10.BH1.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.SLBS.10.BH2.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.SLBS.10.BHZ.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.TEIG.00.BH1.M|2025-05-05|2025-05-08|4||TODO|
noData|IU.TEIG.00.BH2.M|2025-05-05|2025-05-08|4||TODO|
noData|IU.TEIG.00.BHZ.M|2025-05-05|2025-05-08|4||TODO|
noData|IU.TEIG.10.BH1.M|2025-05-05|2025-05-08|4||TODO|
noData|IU.TEIG.10.BH2.M|2025-05-05|2025-05-08|4||TODO|
noData|IU.TEIG.10.BHZ.M|2025-05-05|2025-05-08|4||TODO|
noData|IU.TRQA.00.BH1.M|2025-05-07|2025-05-11|5||TODO|
noData|IU.TRQA.00.BH2.M|2025-05-07|2025-05-11|5||TODO|
noData|IU.TRQA.00.BHZ.M|2025-05-07|2025-05-11|5||TODO|
noData|IU.WAKE.00.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.WAKE.00.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.WAKE.00.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.WAKE.10.BH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.WAKE.10.BH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.WAKE.10.BHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ADK.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.AFI.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.AFI.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.AFI.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ANMO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ANMO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ANMO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.ANTO.10.HH1.M|2025-05-05|2025-05-09|5||TODO|
noData|IU.ANTO.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.ANTO.10.HH2.M|2025-05-05|2025-05-09|5||TODO|
noData|IU.ANTO.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.ANTO.10.HHZ.M|2025-05-05|2025-05-09|5||TODO|
noData|IU.ANTO.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.CCM.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.CCM.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.CCM.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.CCM.10.HH1.M|2025-05-06|2025-05-07|2||TODO|
noData|IU.CCM.10.HH1.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.CCM.10.HH2.M|2025-05-06|2025-05-07|2||TODO|
noData|IU.CCM.10.HH2.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.CCM.10.HHZ.M|2025-05-06|2025-05-07|2||TODO|
noData|IU.CCM.10.HHZ.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.COR.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.COR.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.COR.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.DAV.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.DAV.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.DAV.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.FUNA.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.FUNA.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.FUNA.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.FURI.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.FURI.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.FURI.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.GNI.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.GNI.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.GNI.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.HKT.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.HKT.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.HKT.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.HKT.10.HH1.M|2025-05-08|2025-05-11|4||TODO|
noData|IU.HKT.10.HH2.M|2025-05-08|2025-05-11|4||TODO|
noData|IU.HKT.10.HHZ.M|2025-05-08|2025-05-11|4||TODO|
noData|IU.HNR.10.HH1.M|2025-05-05|2025-05-06|2||TODO|
noData|IU.HNR.10.HH1.M|2025-05-10|2025-05-10|1||TODO|
noData|IU.HNR.10.HH2.M|2025-05-05|2025-05-06|2||TODO|
noData|IU.HNR.10.HH2.M|2025-05-10|2025-05-10|1||TODO|
noData|IU.HNR.10.HHZ.M|2025-05-05|2025-05-06|2||TODO|
noData|IU.HNR.10.HHZ.M|2025-05-10|2025-05-10|1||TODO|
noData|IU.HRV.60.HH1.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.HRV.60.HH2.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.HRV.60.HHZ.M|2025-05-05|2025-05-11|7||TODO|
noData|IU.INCN.10.HH1.M|2025-05-05|2025-05-06|2||TODO|
noData|IU.INCN.10.HH1.M|2025-05-09|2025-05-09|1||TODO|
noData|IU.INCN.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
noData|IU.INCN.10.HH2.M|2025-05-05|2025-05-06|2||TODO|
